Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positiv_ Examples,Body_size,PCA_Body_size,Functional_variable
?c  hasAnswerId  ?a  ?c  hasAnswer_Category  Format   , ?a  hasAnswerScale_Type  Nominal,0.010989011,1,1,3,3,3,?a
?c  hasAnswerId  ?a  ?c  hasAnswer_Category  very_positive   , ?a  hasAnswerScale_Type  Nominal,0.087912088,0.545454545,0.545454545,24,44,44,?a
?a  is_Answer_To  ?d  ?d  type  Question   , ?a  hasAnswerScale_Type  Nominal,0.465201465,0.465201465,0.465201465,127,273,273,?a
?d  hasQuestion_Category  Agreement  ?a  is_Answer_To  ?d   , ?a  hasAnswerScale_Type  Nominal,0.10989011,0.3125,0.3125,30,96,96,?a
?d  hasQuestion_Category  Quality  ?a  is_Answer_To  ?d   , ?a  hasAnswerScale_Type  Nominal,0.289377289,0.752380952,0.752380952,79,105,105,?a
?d  belongsTo  uMARS  ?a  is_Answer_To  ?d   , ?a  hasAnswerScale_Type  Nominal,0.454212454,0.826666667,0.826666667,124,150,150,?a
?a  ResponseCode  ?d  ?a  ResponseLabel  ?d   , ?a  hasAnswerScale_Type  Nominal,0.084249084,1,1,23,23,23,?a
?a  ResponseLabel  ?d  ?d  type  User   , ?a  hasAnswerScale_Type  Nominal,0.084249084,1,1,23,23,23,?a
?a  ResponseCode  ?b  ?a  hasAnswer_Category  negative   , ?a  ResponseLabel  ?b,0.015904573,0.181818182,0.181818182,8,44,44,?a
?a  ResponseCode  2  ?a  ResponseCode  ?b   , ?a  ResponseLabel  ?b,0.015904573,0.2,0.2,8,40,40,?a
?a  ResponseCode  ?b  ?a  hasAnswer_Category  neutral   , ?a  ResponseLabel  ?b,0.013916501,0.159090909,0.159090909,7,44,44,?a
?c  chosen_Answer_Code  8  ?c  hasVisitId  ?a   , ?a  type  User,0.025747126,1,1,168,168,168,?a
?c  chosen_Answer_Code  1  ?c  hasVisitId  ?a   , ?a  type  User,0.032950192,1,1,215,215,215,?a
?c  chosen_Answer_Code  2  ?c  hasVisitId  ?a   , ?a  type  User,0.0251341,1,1,164,164,164,?a
?c  hasQuestion  UM22  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  chosen_Answer_Code  10  ?c  hasVisitId  ?a   , ?a  type  User,0.024367816,1,1,159,159,159,?a
?a  ResponseCode  ?b  ?b  type  User   , ?a  ResponseLabel  ?b,0.045725646,0.101321586,0.101321586,23,227,227,?a
?c  hasQuestion  M007_01  ?c  hasVisitId  ?a   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?a  ResponseCode  ?d  ?d  type  User   , ?a  hasAnswerScale_Type  Ordinal,0.366300366,0.440528634,0.440528634,100,227,227,?a
?c  chosen_Answer_Code  5  ?c  hasVisitId  ?a   , ?a  type  User,0.023908046,1,1,156,156,156,?a
?c  hasQuestion  M002_01  ?c  hasVisitId  ?a   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  hasQuestion  SU01_03  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?a  ResponseCode  4  ?a  ResponseCode  ?b   , ?a  ResponseLabel  ?b,0.015904573,0.205128205,0.205128205,8,39,39,?a
?c  chosen_Answer_Code  7  ?c  hasVisitId  ?a   , ?a  type  User,0.01164751,1,1,76,76,76,?a
?c  hasQuestion  UM17  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM15  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM11  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM10  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?a  ResponseCode  ?d  ?d  type  User   , ?a  hasAnswerScale_Type  Nominal,0.465201465,0.559471366,0.559471366,127,227,227,?a
?c  hasQuestion  M010_01  ?c  hasVisitId  ?a   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  chosen_Answer_Code  3  ?c  hasVisitId  ?a   , ?a  type  User,0.025287356,1,1,165,165,165,?a
?c  chosen_Answer_Code  9  ?c  hasVisitId  ?a   , ?a  type  User,0.02467433,1,1,161,161,161,?a
?c  hasQuestion  UM24  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM14  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  M008_01  ?c  hasVisitId  ?a   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  hasQuestion  UM07  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  chosen_Answer_Code  NO_RECORDED_RESPONSE  ?c  hasVisitId  ?a   , ?a  type  User,0.049042146,1,1,320,320,320,?a
?c  hasQuestion  UM09  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  M003_01  ?c  hasVisitId  ?a   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  hasQuestion  UM18  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM02  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  M004_01  ?c  hasVisitId  ?a   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  ResponseOnPlatform  1  ?c  hasVisitId  ?a   , ?a  type  User,0.075249042,1,1,491,491,491,?a
?c  chosen_Answer_Code  4  ?c  hasVisitId  ?a   , ?a  type  User,0.023141762,1,1,151,151,151,?a
?c  hasQuestion  SU01_01  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  hasVisitId  ?a  ?c  type  Response   , ?a  type  User,0.075249042,1,1,491,491,491,?a
?c  hasQuestion  SU01_05  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  hasQuestion  SU01_08  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  hasQuestion  UM20  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasVisitId  ?a   , ?a  type  User,0.075249042,1,1,491,491,491,?a
?c  hasQuestion  UM01  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM19  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  SU01_06  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  hasQuestion  UM12  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM25  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  SU01_07  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  hasQuestion  UM03  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM13  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  SU01_09  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  hasQuestion  UM26_01  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?a  ResponseLabel  ?f  ?b  hasUserId  ?f   , ?a  ResponseLabel  ?b,0.045725646,1,1,23,23,23,?a
?c  hasQuestion  UM21  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM04  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  9   , ?a  type  User,0.02467433,1,1,161,161,161,?a
?c  hasQuestion  M006_01  ?c  hasVisitId  ?a   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  hasQuestion  UM16  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  SU01_04  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  hasQuestion  SU01_10  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  hasQuestion  M005  ?c  hasVisitId  ?a   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  3   , ?a  type  User,0.025287356,1,1,165,165,165,?a
?c  hasQuestion  UM06  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  UM08  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  hasQuestion  SU01_02  ?c  hasVisitId  ?a   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  NO_RECORDED_RESPONSE   , ?a  type  User,0.049042146,1,1,320,320,320,?a
?c  hasQuestion  UM23  ?c  hasVisitId  ?a   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_06   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  8   , ?a  type  User,0.025747126,1,1,168,168,168,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_03   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  Response_by_User  ?a  ?c  type  Response   , ?a  type  User,0.075249042,1,1,491,491,491,?a
?a  ResponseCode  ?f  ?b  hasUserId  ?f   , ?a  ResponseLabel  ?b,0.045725646,0.101321586,0.101321586,23,227,227,?a
?c  Response_by_User  ?a  ?c  hasQuestion  M007_01   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  7   , ?a  type  User,0.01164751,1,1,76,76,76,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  1   , ?a  type  User,0.032950192,1,1,215,215,215,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  2   , ?a  type  User,0.0251341,1,1,164,164,164,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM22   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  5   , ?a  type  User,0.023908046,1,1,156,156,156,?a
?c  ResponseOnPlatform  1  ?c  Response_by_User  ?a   , ?a  type  User,0.075249042,1,1,491,491,491,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM24   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM14   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM03   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM07   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  4   , ?a  type  User,0.023141762,1,1,151,151,151,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM17   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_02   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM15   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM02   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_09   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM10   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_05   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM11   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  M002_01   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM12   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_08   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM21   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM25   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM06   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM23   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM19   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  M003_01   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  Response_by_User  ?a  ?c  chosen_Answer_Code  10   , ?a  type  User,0.024367816,1,1,159,159,159,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_10   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM09   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  M004_01   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM26_01   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM18   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  M010_01   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_01   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?c  Response_by_User  ?a  ?c  hasQuestion  M008_01   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  Response_by_User  ?a  ?c  hasQuestion  M006_01   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?a  ResponseLabel  [4]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  [6]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM20   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM04   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  M005   , ?a  type  User,0.047203065,1,1,308,308,308,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM01   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?a  ResponseLabel  Scale value 2  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  does not apply at all  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.1,0.1,10,100,100,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM16   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?a  ResponseLabel  [3]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_07   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?a  ResponseLabel  1 Stimme ?berhaupt nicht zu  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM08   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?c  Response_by_User  ?a  ?c  hasQuestion  UM13   , ?a  type  User,0.01348659,1,1,88,88,88,?a
?a  ResponseLabel  ?f  ?f  hasUserId  ?b   , ?a  ResponseLabel  ?b,0.045725646,1,1,23,23,23,?a
?a  ResponseLabel  Scale value 9  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  trifft gar nicht zu  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseLabel  not answered  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.1,0.1,40,400,400,?a
?a  ResponseLabel  ?berhaupt nicht [1]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.1,0.1,3,30,30,?a
?a  ResponseLabel  Likert response 4  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseLabel  Scale value 7  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  [7]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  2 2  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.1,0.1,8,80,80,?a
?a  ResponseLabel  Scale value 8  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  [2]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  1 Strongly disagree  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  ResponseLabel  Textual response  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.1,0.1,3,30,30,?a
?a  ResponseLabel  5 Strongly agree  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  ResponseLabel  [5]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  4 4  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.1,0.1,8,80,80,?a
?a  ResponseLabel  Scale value 4  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  [8]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  trifft voll zu  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.1,0.1,10,100,100,?a
?c  Response_by_User  ?a  ?c  hasQuestion  SU01_04   , ?a  type  User,0.014559387,1,1,95,95,95,?a
?a  ResponseLabel  4  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.1,0.1,8,80,80,?a
?a  is_Answer_To  UM22  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  M002_01  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.1,0.1,11,110,110,?a
?a  is_Answer_To  SU01_06  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  ResponseLabel  3  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.1,0.1,7,70,70,?a
?a  is_Answer_To  UM17  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM15  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.1,0.1,7,70,70,?a
?a  is_Answer_To  M010_01  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.1,0.1,11,110,110,?a
?a  ResponseLabel  nicht beantwortet  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.1,0.1,40,400,400,?a
?a  ResponseLabel  Scale value 5  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  [9]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  Scale value 6  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  3 3  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.1,0.1,7,70,70,?a
?a  type  Answer  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,1,0.1,0.1,273,2730,2730,?a
?a  is_Answer_To  UM25  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  ResponseLabel  Likert response 3  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseLabel  No recorded response  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.1,0.1,3,30,30,?a
?a  ResponseLabel  Scale value 3  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  Likert response 2  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  is_Answer_To  UM07  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  SU01_02  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  ResponseLabel  fully applies  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  is_Answer_To  UM02  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  SU01_05  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  M006_01  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.1,0.1,11,110,110,?a
?a  is_Answer_To  SU01_01  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  M005  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.014652015,0.1,0.1,4,40,40,?a
?a  ResponseLabel  5 Stimme sehr zu  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM20  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  SU01_08  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM04  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM11  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  M003_01  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.1,0.1,11,110,110,?a
?a  is_Answer_To  UM23  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM19  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  SU01_03  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  SU01_10  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM16  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  SU01_07  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM08  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM10  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM12  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.1,0.1,7,70,70,?a
?a  is_Answer_To  UM06  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM24  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  hasAnswer_Category  Empty  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.153846154,0.1,0.1,42,420,420,?a
?a  hasAnswer_Category  neutral  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.1,0.1,44,440,440,?a
?a  hasAnswer_Category  positive  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.1,0.1,44,440,440,?a
?a  is_Answer_To  UM03  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  M004_01  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.1,0.1,11,110,110,?a
?a  is_Answer_To  UM14  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.1,0.1,7,70,70,?a
?a  hasAnswer_Category  NoInfo  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.014652015,0.1,0.1,4,40,40,?a
?a  ResponseLabel  not at all [1]  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.1,0.1,3,30,30,?a
?a  ResponseCode  7  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  is_Answer_To  UM09  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  ResponseCode  -9  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.1,0.1,40,400,400,?a
?a  ResponseCode  3  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.1,0.1,40,400,400,?a
?a  is_Answer_To  SU01_09  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  ResponseLabel  2  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.1,0.1,8,80,80,?a
?a  ResponseCode  9  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
