id	rule_index	rule	grounding
1409	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	179 hasUserId 179 | 179_M005 hasVisitId 179 => 179_M005 Response_by_User 179
57	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	381_SU01_03 ResponseOnPlatform 1 => 381_SU01_03 type Response
637	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	49_M003_01 hasVisitId 49 | 49 type User => 49_M003_01 ResponseOnPlatform 1
1301	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	141_M010_01 Response_by_User 141 | 141_M010_01 hasVisitId 141 => 141_M010_01 type Response
1050	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	386_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 386_SU01_07 type Response
946	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	147_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 147_M006_01 type Response
172	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM13 hasQuestion_Category Quality | 30130001 is_Answer_To UM13 => 30130001 hasAnswerScale_Type Nominal
450	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	97 label Username_97 | 97 label Username_97 => 97 hasUserId 97
125	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30190001 hasAnswerId 30190001 | 30190001 type Answer => 30190001 hasAnswerScale_Type Nominal
973	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 464_UM03 hasQuestion UM03 => 464_UM03 type Response
530	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	422_UM18 hasQuestion UM18 | UM18 hasQuestion_Category Degree => 422_UM18 ResponseOnPlatform 1
857	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	100_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 100_M007_01 type Response
713	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	259_M004_01 hasVisitId 259 | 259 type User => 259_M004_01 type Response
90	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30170004 hasAnswerId 30170004 | 30170004 type Answer => 30170004 hasAnswerScale_Type Nominal
1445	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	339_SU01_04 chosen_Answer_Code 5 => 339_SU01_04 type Response
181	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM03 belongsTo uMARS | 30030003 is_Answer_To UM03 => 30030003 hasAnswerScale_Type Nominal
875	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	297_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 297_M002_01 type Response
1001	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 372_SU01_02 hasQuestion SU01_02 => 372_SU01_02 ResponseOnPlatform 1
786	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 473_UM03 hasQuestion UM03 => 473_UM03 ResponseOnPlatform 1
414	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010501 is_Answer_To SU01_05 => 20010501 hasAnswerScale_Type Ordinal
251	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30090004 is_Answer_To UM09 | UM09 type Question => 30090004 hasAnswerScale_Type Nominal
69	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	49_M003_01 hasVisitId 49 => 49_M003_01 Response_by_User 49
803	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 479_UM03 hasQuestion UM03 => 479_UM03 ResponseOnPlatform 1
131	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30120003 hasAnswerId 30120003 | 30120003 type Answer => 30120003 hasAnswerScale_Type Nominal
300	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 hasQuestion_Category Agreement | 20010504 is_Answer_To SU01_05 => 20010504 hasAnswerScale_Type Ordinal
1018	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 112_M007_01 hasQuestion M007_01 => 112_M007_01 type Response
326	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 hasQuestion_Category Agreement | 20010204 is_Answer_To SU01_02 => 20010204 hasAnswerScale_Type Ordinal
1493	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	459_UM21 chosen_Answer_Code 4 => 459_UM21 type Response
1110	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	114_M008_01 hasQuestion M008_01 | M008_01 type Question => 114_M008_01 type Response
499	Rule_3	?a type Response => ?a ResponseOnPlatform 1	185_M005 type Response => 185_M005 ResponseOnPlatform 1
1027	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 27_M007_01 hasQuestion M007_01 => 27_M007_01 type Response
832	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	370_SU01_08 chosen_Answer_Code 5 => 370_SU01_08 ResponseOnPlatform 1
364	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040109 is_Answer_To M004_01 => 10040109 hasAnswerScale_Type Ordinal
495	Rule_3	?a type Response => ?a ResponseOnPlatform 1	437_UM01 type Response => 437_UM01 ResponseOnPlatform 1
1389	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM13 hasVisitId 407 => 407_UM13 Response_by_User 407
338	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 hasQuestion_Category Degree | 10100101 is_Answer_To M010_01 => 10100101 hasAnswerScale_Type Ordinal
421	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10030102 ResponseCode 2 | 2 type User => 10030102 hasAnswerScale_Type Ordinal
164	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM10 hasQuestion_Category Quality | 30100005 is_Answer_To UM10 => 30100005 hasAnswerScale_Type Nominal
28	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	30160001 type Answer => 30160001 hasAnswerScale_Type Nominal
516	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	152_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 152_M002_01 ResponseOnPlatform 1
193	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM18 belongsTo uMARS | 30180004 is_Answer_To UM18 => 30180004 hasAnswerScale_Type Nominal
965	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 473_UM03 hasQuestion UM03 => 473_UM03 type Response
1356	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	417_UM25 chosen_Answer_Code NO_RECORDED_RESPONSE => 417_UM25 type Response
1355	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	164_M007_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 164_M007_01 type Response
169	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM11 hasQuestion_Category Quality | 30110005 is_Answer_To UM11 => 30110005 hasAnswerScale_Type Nominal
167	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM11 hasQuestion_Category Quality | 30110003 is_Answer_To UM11 => 30110003 hasAnswerScale_Type Nominal
652	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	411_UM19 hasVisitId 411 | 411 type User => 411_UM19 ResponseOnPlatform 1
173	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM13 hasQuestion_Category Quality | 30130004 is_Answer_To UM13 => 30130004 hasAnswerScale_Type Nominal
518	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	297_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 297_M002_01 ResponseOnPlatform 1
1208	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 355_SU01_02 hasQuestion SU01_02 => 355_SU01_02 type Response
1176	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	277_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 277_M005 ResponseOnPlatform 1
912	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 232_M007_01 hasQuestion M007_01 => 232_M007_01 ResponseOnPlatform 1
491	Rule_3	?a type Response => ?a ResponseOnPlatform 1	153_M010_01 type Response => 153_M010_01 ResponseOnPlatform 1
953	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	485_UM08 hasQuestion UM08 | UM08 hasQuestion_Category Quality => 485_UM08 type Response
73	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	332_SU01_04 hasVisitId 332 => 332_SU01_04 Response_by_User 332
1247	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	442_UM19 Response_by_User 442 | 442_UM19 hasVisitId 442 => 442_UM19 ResponseOnPlatform 1
587	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	420_UM12 hasQuestion UM12 | UM12 hasQuestion_Category Quality => 420_UM12 ResponseOnPlatform 1
750	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	313_SU01_04 Response_by_User 313 | 313 type User => 313_SU01_04 ResponseOnPlatform 1
657	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	466_UM19 hasVisitId 466 | 466 type User => 466_UM19 ResponseOnPlatform 1
842	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	178_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 178_M005 type Response
234	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30020004 hasAnswerId 30020004 | 30020004 hasAnswerId 30020004 => 30020004 hasAnswerScale_Type Nominal
732	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	442_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 442_UM20 ResponseOnPlatform 1
214	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30130004 hasAnswerId 30130004 | 30130004 hasAnswerId 30130004 => 30130004 hasAnswerScale_Type Nominal
162	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM10 hasQuestion_Category Quality | 30100001 is_Answer_To UM10 => 30100001 hasAnswerScale_Type Nominal
132	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30040002 hasAnswerId 30040002 | 30040002 type Answer => 30040002 hasAnswerScale_Type Nominal
1101	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	390_SU01_05 chosen_Answer_Code 4 => 390_SU01_05 ResponseOnPlatform 1
222	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30040002 hasAnswerId 30040002 | 30040002 hasAnswerId 30040002 => 30040002 hasAnswerScale_Type Nominal
1222	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 391_SU01_02 hasQuestion SU01_02 => 391_SU01_02 type Response
934	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	191_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 191_M006_01 type Response
185	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM22 belongsTo uMARS | 30220005 is_Answer_To UM22 => 30220005 hasAnswerScale_Type Nominal
41	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	451_UM20 ResponseOnPlatform 1 => 451_UM20 type Response
692	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	178_M003_01 hasVisitId 178 | 178 type User => 178_M003_01 type Response
108	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30060004 hasAnswerId 30060004 | 30060004 type Answer => 30060004 hasAnswerScale_Type Nominal
38	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	116_M008_01 ResponseOnPlatform 1 => 116_M008_01 type Response
568	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	354_SU01_02 chosen_Answer_Code NO_RECORDED_RESPONSE => 354_SU01_02 ResponseOnPlatform 1
987	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 371_SU01_02 hasQuestion SU01_02 => 371_SU01_02 ResponseOnPlatform 1
1261	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	307_M003_01 chosen_Answer_Code 10 | 10 type User => 307_M003_01 ResponseOnPlatform 1
1436	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	330_SU01_03 chosen_Answer_Code 5 => 330_SU01_03 type Response
483	Rule_3	?a type Response => ?a ResponseOnPlatform 1	471_UM13 type Response => 471_UM13 ResponseOnPlatform 1
468	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	324 label Username_324 | 324 label Username_324 => 324 hasUserId 324
890	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	180_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 180_M002_01 type Response
947	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	404_UM03 hasQuestion UM03 | UM03 hasQuestion_Category Quality => 404_UM03 type Response
24	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	30220002 type Answer => 30220002 hasAnswerScale_Type Nominal
1490	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	390_SU01_05 chosen_Answer_Code 4 => 390_SU01_05 type Response
1188	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	152_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 152_M005 ResponseOnPlatform 1
68	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	445_UM25 hasVisitId 445 => 445_UM25 Response_by_User 445
884	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	200_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 200_M003_01 type Response
1259	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	409_UM13 chosen_Answer_Code 5 | 5 type User => 409_UM13 ResponseOnPlatform 1
366	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040108 is_Answer_To M004_01 => 10040108 hasAnswerScale_Type Ordinal
505	Rule_3	?a type Response => ?a ResponseOnPlatform 1	422_UM12 type Response => 422_UM12 ResponseOnPlatform 1
850	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	255_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 255_M008_01 type Response
1310	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	6_M008_01 Response_by_User 6 | 6_M008_01 hasVisitId 6 => 6_M008_01 type Response
383	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060107 is_Answer_To M006_01 => 10060107 hasAnswerScale_Type Ordinal
734	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	390_SU01_09 hasQuestion SU01_09 | SU01_09 hasQuestion_Category Agreement => 390_SU01_09 ResponseOnPlatform 1
717	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	466_UM19 hasVisitId 466 | 466 type User => 466_UM19 type Response
1330	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	481_UM10 chosen_Answer_Code 5 | 5 type User => 481_UM10 type Response
454	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	432 label Username_432 | 432 label Username_432 => 432 hasUserId 432
264	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30140003 is_Answer_To UM14 | UM14 type Question => 30140003 hasAnswerScale_Type Nominal
75	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	136_M002_01 hasVisitId 136 => 136_M002_01 Response_by_User 136
914	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 138_M007_01 hasQuestion M007_01 => 138_M007_01 ResponseOnPlatform 1
232	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30240005 hasAnswerId 30240005 | 30240005 hasAnswerId 30240005 => 30240005 hasAnswerScale_Type Nominal
444	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20011001 ResponseCode 1 | 1 type User => 20011001 hasAnswerScale_Type Ordinal
395	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_03 belongsTo SUS | 20010304 is_Answer_To SU01_03 => 20010304 hasAnswerScale_Type Ordinal
611	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	463_UM22 hasVisitId 463 | 463_UM22 hasVisitId 463 => 463 hasUserId 463
176	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM13 hasQuestion_Category Quality | 30130002 is_Answer_To UM13 => 30130002 hasAnswerScale_Type Nominal
18	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	30220004 type Answer => 30220004 hasAnswerScale_Type Nominal
1305	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	102_M008_01 Response_by_User 102 | 102_M008_01 hasVisitId 102 => 102_M008_01 type Response
1053	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	378_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 378_SU01_04 type Response
341	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040107 is_Answer_To M004_01 => 10040107 hasAnswerScale_Type Ordinal
1036	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 204_M007_01 hasQuestion M007_01 => 204_M007_01 type Response
879	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	273_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 273_M002_01 type Response
595	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	268_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 268_M006_01 ResponseOnPlatform 1
61	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	248_M003_01 hasVisitId 248 => 248_M003_01 Response_by_User 248
1255	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	71_M004_01 chosen_Answer_Code 10 | 10 type User => 71_M004_01 ResponseOnPlatform 1
272	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30080004 ResponseCode 4 | 4 type User => 30080004 hasAnswerScale_Type Nominal
1203	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 354_SU01_02 hasQuestion SU01_02 => 354_SU01_02 type Response
872	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	39_M010_01 hasQuestion M010_01 | M010_01 hasQuestion_Category Degree => 39_M010_01 type Response
1117	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	304_M003_01 hasQuestion M003_01 | M003_01 type Question => 304_M003_01 type Response
1401	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM25 hasVisitId 407 => 407_UM25 Response_by_User 407
278	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30030002 ResponseCode 2 | 2 type User => 30030002 hasAnswerScale_Type Nominal
1155	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	327_SU01_01 hasQuestion SU01_01 | SU01_01 type Question => 327_SU01_01 ResponseOnPlatform 1
694	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	71_M004_01 hasVisitId 71 | 71 type User => 71_M004_01 type Response
368	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040105 is_Answer_To M004_01 => 10040105 hasAnswerScale_Type Ordinal
1375	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	179 hasUserId 179 | 179_M002_01 hasVisitId 179 => 179_M002_01 Response_by_User 179
36	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	458_UM25 ResponseOnPlatform 1 => 458_UM25 type Response
662	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	438_UM24 Response_by_User 438 | 438 type User => 438_UM24 type Response
1346	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	153_M003_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 153_M003_01 type Response
1388	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM12 hasVisitId 407 => 407_UM12 Response_by_User 407
977	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 490_UM03 hasQuestion UM03 => 490_UM03 type Response
738	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	310_SU01_03 hasQuestion SU01_03 | SU01_03 hasQuestion_Category Agreement => 310_SU01_03 ResponseOnPlatform 1
191	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM18 belongsTo uMARS | 30180002 is_Answer_To UM18 => 30180002 hasAnswerScale_Type Nominal
919	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 196_M007_01 hasQuestion M007_01 => 196_M007_01 ResponseOnPlatform 1
456	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	398 label Username_398 | 398 label Username_398 => 398 hasUserId 398
675	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	437_UM07 Response_by_User 437 | 437 type User => 437_UM07 type Response
760	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	435_UM14 Response_by_User 435 | 435 type User => 435_UM14 ResponseOnPlatform 1
1347	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	436_UM18 chosen_Answer_Code NO_RECORDED_RESPONSE => 436_UM18 type Response
728	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	474_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 474_UM20 ResponseOnPlatform 1
412	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010502 is_Answer_To SU01_05 => 20010502 hasAnswerScale_Type Ordinal
825	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	452_UM04 chosen_Answer_Code 5 => 452_UM04 ResponseOnPlatform 1
616	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	115_M004_01 hasVisitId 115 | 115_M004_01 hasVisitId 115 => 115 hasUserId 115
114	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30020004 hasAnswerId 30020004 | 30020004 type Answer => 30020004 hasAnswerScale_Type Nominal
417	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 belongsTo SUS | 20010103 is_Answer_To SU01_01 => 20010103 hasAnswerScale_Type Ordinal
1423	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM08 hasVisitId 407 => 407_UM08 Response_by_User 407
969	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 442_UM03 hasQuestion UM03 => 442_UM03 type Response
604	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	178_M003_01 hasVisitId 178 | 178_M003_01 hasVisitId 178 => 178 hasUserId 178
1429	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM22 hasVisitId 407 => 407_UM22 Response_by_User 407
89	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	466_UM19 hasVisitId 466 => 466_UM19 Response_by_User 466
848	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	112_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 112_M007_01 type Response
1141	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	78_M005 hasQuestion M005 | M005 type Question => 78_M005 ResponseOnPlatform 1
1428	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM19 hasVisitId 407 => 407_UM19 Response_by_User 407
753	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	443_UM01 Response_by_User 443 | 443 type User => 443_UM01 ResponseOnPlatform 1
498	Rule_3	?a type Response => ?a ResponseOnPlatform 1	348_SU01_06 type Response => 348_SU01_06 ResponseOnPlatform 1
11	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	30150001 type Answer => 30150001 hasAnswerScale_Type Nominal
396	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_03 belongsTo SUS | 20010302 is_Answer_To SU01_03 => 20010302 hasAnswerScale_Type Ordinal
284	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30250005 ResponseCode 5 | 5 type User => 30250005 hasAnswerScale_Type Nominal
690	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	368_SU01_07 hasVisitId 368 | 368 type User => 368_SU01_07 type Response
1225	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 375_SU01_02 hasQuestion SU01_02 => 375_SU01_02 type Response
